vehicle_name,fleet_name,brand,model,category,fuel_type_clean,days_active,distance_traveled_km,liters_consumed,engine_time_sec,travel_time_sec,idle_time_sec,total_co2_kg,total_fuel_cost_eur,km_per_liter,idle_ratio
GJ393NS,AGNO CHIAMPO,,,Default,default,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GF235KE,SORARIS,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GJ980PB,SORARIS,,,Default,default,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GR374NG,MILANO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GR373NG,MILANO,,,Default,default,2,0.0,0.0,300.0,0.0,300.0,0.0,0.0,,1.0
GP885KW,UFFICIO MEZZI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GP798ZX,FIRENZE FIERA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GP760VF,VERDE,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GP225NC,PRATO EX TRACCIA,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GN998ZK,OFFICINA MOBILE ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GN797XT,LUCCA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GN248GS,COSTABISSARA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GN084LK,ELETTRICISTI,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GM816KN,TRASLOCHI ,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GM508CJ,MANTOVA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GL912ZP,U.tecnico.ambiente,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GL429YP,CARPI,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GL304YP,MILANO,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GL139YP,LUCCA,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GJ981PB,SORARIS,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GF502LEex,LORRAI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GF233KE,SORARIS,,,Default,default,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FR631GC,UFFICIO MEZZI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GA522ZHex,WAY,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FZ373CA,AREZZO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FZ251CA,LUCCA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FZ019SB,MENSE E RISTORAZIONE,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FY936MS,VERDE,,,Default,default,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FY855BR,MILANO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FY364CG,LORRAI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FX853SK,MENSE E RISTORAZIONE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FX508ML,MILANO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FX164TT,TRASLOCHI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FW260EP,SONIA MONTAGNA ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FV251JH,MILANO,,,Default,default,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FT931BZ,UTILYA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FT472HP,MILANO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FT469HP,MILANO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FS202AD,TRASLOCHI ,,,Default,default,7,0.0,0.0,4.0,0.0,4.0,0.0,0.0,,1.0
FS018JPex,WAY,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FR742LM,UTILYA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FZ524DW,LORRAI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GA543ZH,LUCCA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GF124BX,EDILI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GA545ZH,LUCCA,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GE419VA,TRASLOCHI ,,,Default,default,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GE412ZP,PULIZIE E MENSE NORD,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GE281JA,CAVAGLIA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GD325BG,MENSE E RISTORAZIONE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GD313NV,LUCCA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GD252NV,SORARIS,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GC923KB,UTILYA NOVENTA ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GC903HZ,MILANO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GC899MN,FI SUD BAR VALLINA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GC663XB,ConsorzioOrologio,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GC086RT,MANTOVA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GC068RT,PONTASSIEVE,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GC009RT,PONTASSIEVE,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GB990ZG,LUCCA,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GB723AM,UTILYA NOVENTA ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GB546ZG,MENSE E RISTORAZIONE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GB545ZG,MENSE E RISTORAZIONE,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ZB991AJ,UTILYA NOVENTA ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
