vehicle_name,fleet_name,brand,model,category,fuel_type_clean,days_active,distance_traveled_km,liters_consumed,engine_time_sec,travel_time_sec,idle_time_sec,total_co2_kg,total_fuel_cost_eur,km_per_liter,idle_ratio
EB453PL,TRASLOCHI ,,,Default,default,7,57.921875,1.3,14712.0,4711.0,10001.0,3.25,1.9500000000000002,44.55528846153846,0.6797852093529092
FX463JX,VERDE,,,Default,default,6,52.25,0.0,10893.0,5835.0,5058.0,0.0,0.0,,0.46433489396860367
FR723GC,MENSE E RISTORAZIONE,,,Default,default,8,52.1484375,2.1,117477.0,20262.0,97215.0,5.25,3.15,24.832589285714285,0.827523685487372
FF178LE,PULIZIE E MENSE NORD,,,Default,default,7,52.1015625,6.2,24283.0,9310.0,14973.0,15.5,9.3,8.403477822580644,0.6166042087056789
DS569DN,PULIZIE COOP ,,,Default,default,7,46.3125,2.000036621,10020.0,8291.0,2119.0,5.0000915525,3.0000549315,23.15582600524793,0.21147704590818364
GE929MF,MANTOVA,,,Default,default,7,45.13671875,22.4,4865.0,3156.0,1709.0,56.0,33.599999999999994,2.0150320870535716,0.3512846865364851
FT870JM,IDRAULICI,,,Default,default,7,44.359375,3.3,5261.0,4916.0,345.0,8.25,4.949999999999999,13.44223484848485,0.06557688652347463
EV184PR,UFFICIO MEZZI,,,Default,default,7,42.4921875,0.5,28748.0,5893.0,22855.0,1.25,0.75,84.984375,0.7950118269096981
GC067RT,CREMONA,,,Default,default,7,40.0703125,4.9,41852.0,4311.0,37541.0,12.25,7.3500000000000005,8.177614795918366,0.8969941699321419
GK810FP,MENSE E RISTORAZIONE,,,Default,default,4,38.619140625,1.6,6386.0,5438.0,948.0,4.0,2.4000000000000004,24.136962890625,0.14844973379267146
GR372NG,MILANO,,,Default,default,3,38.3203125,8.1,49199.0,4118.0,45081.0,20.25,12.149999999999999,4.730902777777778,0.9162991117705644
GX220PP,ELETTRICISTI,,,Default,default,7,36.70947265625,1.8,4523.0,11909.0,17.0,4.5,2.6999999999999997,20.394151475694443,0.003758567322573513
GM070GJ,MANTOVA,,,Default,default,7,35.953125,3.9,11378.0,3997.0,7381.0,9.75,5.85,9.21875,0.6487080330462296
GR639DJ,CONCORDIA-CARPI,,,Default,default,6,35.939453125,0.0,0.0,9464.0,0.0,0.0,0.0,,
GK621PJ,MANTOVA,,,Default,default,5,35.21875,0.0,82862.0,5191.0,77671.0,0.0,0.0,,0.9373536723709299
FG270CA,PULIZIE E MENSE NORD,,,Default,default,2,34.71875,1.2,29320.0,4984.0,24336.0,3.0,1.7999999999999998,28.932291666666668,0.8300136425648021
GF613RZ,UFFICIO MEZZI,,,Default,default,7,31.38671875,2.3,31787.0,25823.0,5964.0,5.75,3.4499999999999997,13.64639945652174,0.18762387139396608
GM071GJ,MANTOVA,,,Default,default,7,31.1640625,3.1,3671.0,2567.0,1104.0,7.75,4.65,10.052923387096774,0.30073549441569053
EP607WS,FIRENZE FIERA,,,Default,default,7,30.54998779296875,0.0,0.0,11490.0,0.0,0.0,0.0,,
DC886CP,RAFI TRASPORTO MERCI,,,Default,default,6,29.7880859375,0.0,0.0,2648.0,0.0,0.0,0.0,,
GX022FD,UFFICIO MEZZI,,,Default,default,7,25.88525390625,0.0,35360.0,13258.0,22102.0,0.0,0.0,,0.6250565610859729
GP242FR,IDRAULICI,,,Default,default,7,25.3359375,1.8,2120.0,1452.0,668.0,4.5,2.7,14.075520833333332,0.3150943396226415
FR430AF,FIRENZE FIERA,,,Default,default,7,25.03125,1.8,7379.0,2297.0,5082.0,4.5,2.7,13.90625,0.6887112074806885
ZB117AS,UTILYA NOVENTA ,,,Default,default,6,23.4609375,0.0,0.0,3775.0,0.0,0.0,0.0,,
FK370YC,MENSE E RISTORAZIONE,,,Default,default,7,22.6328125,1.5,6223.0,6298.0,436.0,3.75,2.25,15.088541666666666,0.07006267073758637
GL277YP,MILANO,,,Default,default,3,21.056640625,0.0,0.0,6356.0,0.0,0.0,0.0,,
GP951NL,MILANO,,,Default,default,3,19.837890625,0.0,0.0,3455.0,0.0,0.0,0.0,,
GG234VC,MILANO,,,Default,default,2,19.8125,0.0,0.0,5048.0,0.0,0.0,0.0,,
GR643DJ,CARPI,,,Default,default,2,19.78515625,0.0,0.0,2126.0,0.0,0.0,0.0,,
DN879YJ,UFFICIO MEZZI,,,Default,default,7,19.625,1.8,7744.0,2813.0,4931.0,4.5,2.7,10.902777777777777,0.6367510330578512
EL041TM,KOLA-FERRANTE,,,Default,default,7,19.488983154296875,0.0,0.0,4712.0,0.0,0.0,0.0,,
GZ818LG,CAPANNORI - ASCIT,,,Default,default,7,17.63232421875,1.8,16183.0,1997.0,14186.0,4.5,2.7,9.795735677083334,0.8765989000803313
CB711DS,TRASLOCHI ,,,Default,default,4,17.625,0.0,0.0,1657.0,0.0,0.0,0.0,,
GX798YS,CARPI,,,Default,default,2,17.548004150390625,0.0,0.0,3454.0,0.0,0.0,0.0,,
GJ789PB,LONIGO,,,Default,default,7,17.3984375,0.0,11059.0,3875.0,7184.0,0.0,0.0,,0.6496066552129487
GD226NV,MANTOVA,,,Default,default,7,17.21875,0.0,20325.0,0.0,20325.0,0.0,0.0,,1.0
FM298BD,TRASLOCHI ,,,Default,default,4,16.5625,0.0,9855.0,3693.0,6162.0,0.0,0.0,,0.6252663622526636
FP339GZ,MENSE E RISTORAZIONE,,,Default,default,2,15.8359375,0.0,2124.0,45867.0,0.0,0.0,0.0,,0.0
GG488VC,PONTASSIEVE,,,Default,default,5,13.7265625,0.0,0.0,882.0,0.0,0.0,0.0,,
GR383NG,EDILI ,,,Default,default,7,12.7421875,0.0,0.0,1809.0,0.0,0.0,0.0,,
FV189JH,AGNO CHIAMPO,,,Default,default,4,12.375,0.0,0.0,45375.0,0.0,0.0,0.0,,
FT471HP,MILANO,,,Default,default,3,11.4375,0.0,0.0,3753.0,0.0,0.0,0.0,,
FV191JH,MILANO,,,Default,default,5,11.296875,0.0,0.0,0.0,0.0,0.0,0.0,,
BY830LE,AMBIENTE SARTI,,,Default,default,2,11.09375,0.0,0.0,1752.0,0.0,0.0,0.0,,
DP293FJ,LONIGO,,,Default,default,1,9.734375,0.0,0.0,919.0,0.0,0.0,0.0,,
FD600FW,KOLA-FERRANTE,,,Default,default,7,9.0234375,0.0,6812.0,3883.0,2929.0,0.0,0.0,,0.42997651203758075
BN963FD,PULIZIE COOP ,,,Default,default,1,8.84375,0.0,0.0,863.0,0.0,0.0,0.0,,
GB745ZG,LUCCA,,,Default,default,3,8.5625,0.0,0.0,796.0,0.0,0.0,0.0,,
ZB887AY,CARTA E CARTONE FI,,,Default,default,7,8.358016967773438,0.8,26683.0,598.0,26085.0,2.0,1.2000000000000002,10.447521209716797,0.9775887269047708
FZ968SD,MENSE E RISTORAZIONE,,,Default,default,2,7.92578125,0.1,2975.0,1545.0,1430.0,0.25,0.15000000000000002,79.2578125,0.48067226890756304
FD904WB,PRATO EX TRACCIA,,,Default,default,4,7.09375,0.0,20337.0,1170.0,19167.0,0.0,0.0,,0.9424693907655997
FE817YP,FIRENZE FIERA,,,Default,default,5,6.9375,0.0,1779.0,1434.0,345.0,0.0,0.0,,0.19392917369308602
GZ039DH,INGOMBR VALDISIEVE,,,Default,default,6,6.60296630859375,0.0,17390.0,685.0,16705.0,0.0,0.0,,0.9606095457159287
GG238NW,POLISTIROLO_,,,Default,default,6,6.34375,0.0,0.0,0.0,0.0,0.0,0.0,,
BB019Z,VERDE,,,Default,default,6,6.008056640625,0.0,0.0,1125.0,0.0,0.0,0.0,,
GK633PJ,MANTOVA,,,Default,default,7,5.87890625,0.0,409.0,405.0,4.0,0.0,0.0,,0.009779951100244499
GX799YS,CARPI,,,Default,default,7,5.85693359375,0.6,697.0,519.0,178.0,1.5,0.8999999999999999,9.761555989583334,0.25538020086083213
FB962CD,PULIZIE E MENSE NORD,,,Default,default,1,5.71875,0.1,25407.0,7201.0,18206.0,0.25,0.15000000000000002,57.1875,0.7165741724721534
ZB886AY,CARTA E CARTONE FI,,,Default,default,7,5.555999755859375,0.4,27830.0,43918.0,27199.0,1.0,0.6000000000000001,13.889999389648438,0.9773266259432267
ZB328AA,ALIA AREE VERDI,,,Default,default,7,4.86602783203125,0.0,7895.0,537.0,7358.0,0.0,0.0,,0.9319822672577581
FP568HE,KOLA-FERRANTE,,,Default,default,2,4.5390625,0.0,0.0,978.0,0.0,0.0,0.0,,
FC839MC,RAFI TRASPORTO MERCI,,,Default,default,7,4.375,0.0,60.0,0.0,60.0,0.0,0.0,,1.0
FM707KZ,MANTOVA,,,Default,default,4,4.033203125,0.0,0.0,44910.0,0.0,0.0,0.0,,
GP285NC,AREZZO,,,Default,default,6,3.796875,0.0,7308.0,2762.0,4546.0,0.0,0.0,,0.6220580186097427
FB878PL,CAPANNORI - ASCIT,,,Default,default,2,3.75,0.0,0.0,5462.0,0.0,0.0,0.0,,
GA501ZH,LONIGO,,,Default,default,6,3.69921875,0.0,23221.0,462.0,22759.0,0.0,0.0,,0.980104216011369
GP302NC,BOLOGNA,,,Default,default,7,3.078125,0.0,42526.0,1258.0,41268.0,0.0,0.0,,0.9704180971640879
FD996VH,FI SUD BAR VALLINA,,,Default,default,7,2.484375,0.0,0.0,414.0,0.0,0.0,0.0,,
FF912CX,FIRENZE FIERA,,,Default,default,7,2.2890625,0.0,0.0,827.0,0.0,0.0,0.0,,
GJ913VP,SONIA MONTAGNA ,,,Default,default,7,1.5390625,0.0,3.0,0.0,3.0,0.0,0.0,,1.0
FB981YC,UFFICIO MEZZI,,,Default,default,6,1.125,0.0,0.0,152.0,0.0,0.0,0.0,,
GM379PG,UFFICIO MEZZI,,,Default,default,7,0.9921875,0.0,652.0,0.0,652.0,0.0,0.0,,1.0
GF654AW,CONCORDIA-CARPI,,,Default,default,6,0.8828125,0.0,0.0,0.0,0.0,0.0,0.0,,
GZ606MS,SONIA MONTAGNA ,,,Default,default,7,0.4589996337890625,0.0,0.0,0.0,0.0,0.0,0.0,,
FM241AB,TRASLOCHI ,,,Default,default,7,0.453125,0.0,68.0,0.0,68.0,0.0,0.0,,1.0
HA027DH,AMBIENTE,,,Default,default,7,0.282989501953125,0.1,44.0,0.0,44.0,0.25,0.15000000000000002,2.82989501953125,1.0
GF375CL,SONIA MONTAGNA ,,,Default,default,2,0.2734375,0.0,56.0,0.0,56.0,0.0,0.0,,1.0
ZB118AS,UTILYA NOVENTA ,,,Default,default,1,0.2470703125,0.0,0.0,0.0,0.0,0.0,0.0,,
FE903AM,RAFI TRASPORTO MERCI,,,Default,default,2,0.1875,0.0,17.0,0.0,17.0,0.0,0.0,,1.0
GE928MF,VALLINA,,,Default,default,5,0.109375,0.0,25872.0,0.0,25872.0,0.0,0.0,,1.0
FD898WB,PRATO EX TRACCIA,,,Default,default,4,0.0625,0.0,32448.0,0.0,32448.0,0.0,0.0,,1.0
GV391CN,UFFICIO MEZZI,,,Default,default,2,0.05078125,0.0,0.0,0.0,0.0,0.0,0.0,,
GT507GP,UTILYA,,,Default,default,3,0.049072265625,0.0,0.0,0.0,0.0,0.0,0.0,,
GA437JR,FI SUD BAR VALLINA,,,Default,default,7,0.0390625,0.0,0.0,0.0,0.0,0.0,0.0,,
GS832XF,IDRAULICI,,,Default,default,7,0.0234375,0.0,1.0,0.0,1.0,0.0,0.0,,1.0
GL427YP,UTILYA,,,Default,default,7,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,,
GS638KL,MILANO,,,Default,default,4,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,,
GJ396NS,MANTOVA,,,Default,default,7,0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,,
ZA153YX,MILANO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GX472PL,MILANO,,,Default,default,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GW601LL,EDILI ,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GW944YA,UFFICIO MEZZI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GW961DC,LUCCA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GW974DC,LUCCA,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GX245PP,EDILI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GR490ME,LORRAI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GX704YZ,AREZZO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GZ420ZY,AMIANTO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GR893DT,PRATO EX TRACCIA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GX752YS,CONCORDIA-CARPI,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GR642DJ,CARPI,,,Default,default,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GR641DJ,CARPI,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GX826YJ,MENSE E RISTORAZIONE,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GY055DZ,PRATO INGOMBRANTI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GY089BJ,PRATO INGOMBRANTI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GZ036DH,UTILYA NOVENTA ,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ZB983AJ,PRATO EX TRACCIA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ZB331AA,VALLINA,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GW519SA,UFFICIO MEZZI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GR894DT,PRATO EX TRACCIA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GT144SB,KOLA-FERRANTE,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GS653KL,UTILYA NOVENTA ,,,Default,default,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
HA621PN,CARTONGESSO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
HA341PZ,UFFICIO MEZZI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ZB015BB,AREZZO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GS882MD,MENSE E RISTORAZIONE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
HA222CG,AREZZO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
HA221CG,UTILYA NOVENTA ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GR894DTex,PRATO EX TRACCIA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GT210GK,PONTASSIEVE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ZB330AA,LUCCA,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
HA220CG,UTILYA NOVENTA ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
HA219CG,CREMONA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GT508GP,AREZZO,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GT978XL,PULIZIE COOP ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ZB191AT,FI SUD BAR VALLINA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GV127LY,MANTOVA,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ZB283AS,UTILYA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GW436SF,TRASLOCHI ,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ALS574,LONIGO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GE420VA,TRASLOCHI ,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GR415NG,PRATO EX TRACCIA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FE656TX,BOLOGNA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FH808ZM,VERDE,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FH159JW,NICOLA PRATESI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FG353BY,CARTONGESSO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FG333XZ,WAY,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FF270AB,BOLOGNA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FF232CC,MENSE E RISTORAZIONE,,,Default,default,8,0.0,0.0,14.0,0.0,14.0,0.0,0.0,,1.0
FF103SV,POLISTIROLO_,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FE775YM,FIRENZE FIERA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FE362MV,UFFICIO MEZZI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GR375NG,PRATO INGOMBRANTI,,,Default,default,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FE241FV,CREMONA,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FE239FV,CREMONA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FE238PJ,AREZZO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FD900WB,PRATO EX TRACCIA,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FD269YC,VERDE,,,Default,default,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FA598TX,UTILYA NOVENTA ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FA417MK,TRASLOCHI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FA083ND,Protezione Civile,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FJ771YT,UFFICIO MEZZI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FJ915LL,VERDE,,,Default,default,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FJ993LL,AMBIENTE,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FK198XH,WAY,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FN290TV,WAY,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FM932SB,PULIZIE COOP ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FM125LA,MENSE E RISTORAZIONE,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FM071GN,PULIZIE COOP ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FM000RL,PRATO EX TRACCIA,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FL962FC,UTILYA,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FL854KT,MENSE E RISTORAZIONE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FL732AG,TRASLOCHI ,,,Default,default,7,0.0,0.0,5.0,0.0,5.0,0.0,0.0,,1.0
FL648CZ,BOLOGNA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FL350MP,WAY,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FL149BR,FIRENZE FIERA,,,Default,default,7,0.0,0.0,12840.0,0.0,12840.0,0.0,0.0,,1.0
FK671XX,MENSE E RISTORAZIONE,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FK631WH,ALIA AREE VERDI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FK563LV,PRATO INGOMBRANTI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FK375GJ,MENSE E RISTORAZIONE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FK372YC,MENSE E RISTORAZIONE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FK335YC,MENSE E RISTORAZIONE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EZ739WV,UTILYA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EX-GR329NG,COSTABISSARA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EW681YM,EDILI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DR729RV,UFFICIO MEZZI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DP702HT,MANTOVA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DH649XL,BOLOGNA,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DF574AY,BOLOGNA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DF239GE,VERDE,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DC981CP,EDILI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DC363ZA,UFFICIO MEZZI,,,Default,default,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CY310CB,PULIZIE COOP ,,,Default,default,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CV478MS,AREZZO,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CL958ZB,WAY,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CF531MJ,UFFICIO MEZZI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CD903JD,AMBIENTE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CD59785,SUSANNA STAURINI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CD59784,SUSANNA STAURINI ,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
CD59782,SUSANNA STAURINI ,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BD994GY,UFFICIO MEZZI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BC444PB,TRASLOCHI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
BC228RE,MENSE E RISTORAZIONE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DP983SR,POLISTIROLO_,,,Default,default,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DR832FB,PRATO EX TRACCIA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EW557TF,EDILI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DR892VW,VERDE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EV917JM,PULIZIE COOP ,,,Default,default,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ET244DP,PULIZIE E MENSE NORD,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
ER204RP,MENSE E RISTORAZIONE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EP750ME,PULIZIE COOP ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EP349RV,PRATO EX TRACCIA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EL089BC,VENDING,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EK323HX,PULIZIE COOP ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EF781ZP,BOLOGNA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EF298PT,WAY,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EC933FF,AREZZO,,,Default,default,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EB287BS,LONIGO,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DX857BJ,VERDE,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DV709FR,PULIZIE COOP ,,,Default,default,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DV217NM,UFFICIO MEZZI,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DT366HC,WAY,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DT130CF,MENSE E RISTORAZIONE,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
DS407NP,VERONICA MATERASSI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FN886TX,EDILI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FR131VZ,UFFICIO MEZZI,,,Default,default,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
FR540HSex,WAY,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GJ251NS,AGNO CHIAMPO,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GJ128PE,PRATO EX TRACCIA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GH967SS,LORRAI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GH842PWex,SETTORE SICUREZZA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GH401AW,MENSE E RISTORAZIONE,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GG905RP,WAY,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GG904RP,PULIZIE E MENSE NORD,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GG689FZ,FIRENZE FIERA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GG602AG,EDILI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GG573FV,MANTOVA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GG517FV,MANTOVA,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GG505NW,SORARIS,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GG471NW,LUCCA,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GG367RG,EDILI ,,,Default,default,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GG236VC,MILANO,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GG235VC,MILANO,,,Default,default,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GG165VC,SORARIS,,,Default,default,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GF651AW,CARPI,,,Default,default,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
GJ188NS,SORARIS,,,Default,default,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
