date,vehicle_name,fleet_name,category,km_per_liter,idle_ratio,distance_km,anomaly_types,severity
2025-09-28,GG422VC,BOLOGNA,Default,,0.8562082207367373,13.515625,High Idle (informational),0
2025-09-28,GG422VC,BOLOGNA,Default,,0.8562082207367373,13.515625,High Idle (informational),0
2025-09-22,GG421VC,BOLOGNA,Default,6.08573717948718,0.5884492639236815,142.40625,High Idle (informational),0
2025-09-23,GG421VC,BOLOGNA,Default,7.768683862433863,0.5409429280397022,146.828125,High Idle (informational),0
2025-09-24,GG421VC,BOLOGNA,Default,6.400558774834437,0.4022860429172208,193.296875,High Idle (informational),0
2025-09-25,GG421VC,BOLOGNA,Default,6.612540849673202,0.399943532954795,202.34375,High Idle (informational),0
2025-09-26,GG421VC,BOLOGNA,Default,5.552083333333333,0.7891361256544502,74.953125,High Idle (informational),0
2025-09-27,GG421VC,BOLOGNA,Default,11.813657407407407,0.380424207044172,159.484375,High Idle (informational),0
2025-09-24,FM353PF,BOLOGNA,Default,13.425611413043478,0.3645660479296106,247.03125,High Idle (informational),0
2025-09-25,FM353PF,BOLOGNA,Default,12.104301948051948,0.5275026264445445,186.40625,High Idle (informational),0
2025-09-26,FM353PF,BOLOGNA,Default,14.09132281553398,0.42770772154085335,145.140625,High Idle (informational),0
2025-09-22,FK955ZN,BOLOGNA,Default,12.481112637362639,0.481615807903952,113.578125,High Idle (informational),0
2025-09-23,FK955ZN,BOLOGNA,Default,15.35232843137255,0.5175686591276252,78.296875,High Idle (informational),0
2025-09-24,FK955ZN,BOLOGNA,Default,11.451612903225806,0.3881003529231241,106.5,High Idle (informational),0
2025-09-25,FK955ZN,BOLOGNA,Default,12.339583333333334,0.4695031790625462,92.546875,High Idle (informational),0
2025-09-27,FK955ZN,BOLOGNA,Default,12.44073275862069,0.5205672332294077,72.15625,High Idle (informational),0
2025-09-28,FK955ZN,BOLOGNA,Default,14.850852272727272,0.39764978080857283,65.34375,High Idle (informational),0
2025-09-28,FK955ZN,BOLOGNA,Default,14.850852272727272,0.39764978080857283,65.34375,High Idle (informational),0
2025-09-22,FK536LV,BOLOGNA,Default,10.5,0.6126128971136234,105.0,High Idle (informational),0
2025-09-23,FK536LV,BOLOGNA,Default,8.956692913385828,0.5675530774179712,113.75,High Idle (informational),0
